title,city,country_code,marker_icon,workplace_type,experience_level,latitude,longitude,published_at,remote_interview,display_offer,employment_type,salary_from,salary_to,salary_currency,skills_one,skills_two,skills_three
Fullstack JavaScript Developer,Nadarzyn,PL,javascript,partly_remote,senior,52.0935847,20.8060621,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
Fullstack JavaScript Developer,Łomianki,PL,javascript,partly_remote,senior,52.3336578,20.8869862,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
Fullstack JavaScript Developer,Konstancin-Jeziorna,PL,javascript,partly_remote,senior,52.0938717,21.117722,2023-04-03,FALSE,FALSE,b2b,20000,40000,pln,React,Python,JavaScript
IT Operation Network Specialist,Zielona Góra,PL,admin,partly_remote,mid,51.9356214,15.5061862,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Poznań,PL,admin,partly_remote,mid,52.4093634,16.9317991,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Toruń,PL,admin,partly_remote,mid,53.0137902,18.5984437,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Bielsko-Biała,PL,admin,partly_remote,mid,49.8223768,19.0583845,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Opole,PL,admin,partly_remote,mid,50.6683223,17.9230651,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Lublin,PL,admin,partly_remote,mid,51.2464536,22.5684463,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Częstochowa,PL,admin,partly_remote,mid,50.8118195,19.1203094,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Wrocław,PL,admin,partly_remote,mid,51.1078852,17.0385376,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Gdańsk,PL,admin,partly_remote,mid,54.3520252,18.6466384,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Katowice,PL,admin,partly_remote,mid,50.2648919,19.0237815,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Rzeszów,PL,admin,partly_remote,mid,50.0411867,21.9991196,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
IT Operation Network Specialist,Kielce,PL,admin,partly_remote,mid,50.8660773,20.6285677,2023-04-03,TRUE,FALSE,permanent,10000,15000,pln,Aruba,Cisco,Network
PHP Developer,Gdańsk,PL,php,remote,senior,54.3520252,18.6466384,2023-04-03,TRUE,FALSE,b2b,16000,21000,pln,RabbitMQ,MySQL,PHP
Architekt IT/Analityk,Gdańsk,PL,analytics,partly_remote,mid,54.3520252,18.6466384,2023-04-03,TRUE,FALSE,permanent,15000,18000,pln,OOP,SQL,UML
Specjalista Business Intelligence,Długołęka,PL,analytics,office,mid,51.1767169,17.1919529,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,MS Excel,MS SQL,Power BI
Specjalista Business Intelligence,Siechnice,PL,analytics,office,mid,51.03365,17.14733,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,MS Excel,MS SQL,Power BI
Specjalista Business Intelligence,Oława,PL,analytics,office,mid,50.9459276,17.2924017,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,MS Excel,MS SQL,Power BI
Specjalista Business Intelligence,Żerniki Wrocławskie,PL,analytics,office,mid,51.0302732,17.0644203,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,MS Excel,MS SQL,Power BI
Specjalista Business Intelligence,Kąty Wrocławskie,PL,analytics,office,mid,51.0315242,16.7648449,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,MS Excel,MS SQL,Power BI
Specjalista Business Intelligence,Bielany Wrocławskie,PL,analytics,office,mid,51.0395332,16.9690407,2023-04-03,TRUE,FALSE,b2b,7000,12000,pln,MS Excel,MS SQL,Power BI
PHP Software Developer,Tychy,PL,php,office,mid,50.1218007,19.0200022,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,HTTP,MySQL,PHP
PHP Software Developer,Katowice,PL,php,office,mid,50.2648919,19.0237815,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,HTTP,MySQL,PHP
PHP Software Developer,Bielsko-Biała,PL,php,office,mid,49.8223768,19.0583845,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,HTTP,MySQL,PHP
Team Leader - C#.Net + Angular,Bielsko-Biała,PL,pm,office,senior,49.8223768,19.0583845,2023-04-02,FALSE,FALSE,permanent,28000,33000,pln,RESTful API,Team Leadership,C#
PHP Software Developer,Wadowice,PL,php,office,mid,49.8827856,19.4939579,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,HTTP,MySQL,PHP
QA Engineer - Python,Skawina,PL,python,office,mid,49.9751815,19.8288749,2023-04-02,FALSE,FALSE,permanent,16000,24000,pln,Kubernetes,API Testing,Python
QA Engineer - Python,Modlniczka,PL,python,office,mid,50.1193319,19.8546307,2023-04-02,FALSE,FALSE,permanent,16000,24000,pln,Kubernetes,API Testing,Python
QA Engineer - Python,Zator,PL,python,office,mid,49.99621,19.43747,2023-04-02,FALSE,FALSE,permanent,16000,24000,pln,Kubernetes,API Testing,Python
QA Engineer - Python,Wadowice,PL,python,office,mid,49.8827856,19.4939579,2023-04-02,FALSE,FALSE,permanent,16000,24000,pln,Kubernetes,API Testing,Python
QA Engineer - Python,Bielsko-Biała,PL,python,office,mid,49.8223768,19.0583845,2023-04-02,FALSE,FALSE,permanent,16000,24000,pln,Kubernetes,API Testing,Python
QA Engineer - Python,Katowice,PL,python,office,mid,50.2648919,19.0237815,2023-04-02,FALSE,FALSE,permanent,16000,24000,pln,Kubernetes,API Testing,Python
QA Engineer - Python,Tychy,PL,python,office,mid,50.1218007,19.0200022,2023-04-02,FALSE,FALSE,permanent,16000,24000,pln,Kubernetes,API Testing,Python
QA Engineer - Python,Tarnów,PL,python,office,mid,50.0121011,20.9858407,2023-04-02,FALSE,FALSE,permanent,16000,24000,pln,Kubernetes,API Testing,Python
Team Leader - C#.Net + Angular,Tarnów,PL,pm,office,senior,50.0121011,20.9858407,2023-04-02,FALSE,FALSE,permanent,28000,33000,pln,RESTful API,Team Leadership,C#
PHP Software Developer,Zator,PL,php,office,mid,49.99621,19.43747,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,HTTP,MySQL,PHP
PHP Software Developer,Modlniczka,PL,php,office,mid,50.1193319,19.8546307,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,HTTP,MySQL,PHP
PHP Software Developer,Skawina,PL,php,office,mid,49.9751815,19.8288749,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,HTTP,MySQL,PHP
PHP Software Developer,Niepołomice,PL,php,office,mid,50.0406662,20.2225326,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,HTTP,MySQL,PHP
PHP Software Developer,Wieliczka,PL,php,office,mid,49.9870619,20.0647971,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,HTTP,MySQL,PHP
QA Engineer - Python,Wieliczka,PL,python,office,mid,49.9870619,20.0647971,2023-04-02,FALSE,FALSE,permanent,16000,24000,pln,Kubernetes,API Testing,Python
QA Engineer - Python,Niepołomice,PL,python,office,mid,50.0406662,20.2225326,2023-04-02,FALSE,FALSE,permanent,16000,24000,pln,Kubernetes,API Testing,Python
Team Leader - C#.Net + Angular,Wadowice,PL,pm,office,senior,49.8827856,19.4939579,2023-04-02,FALSE,FALSE,permanent,28000,33000,pln,RESTful API,Team Leadership,C#
Team Leader - C#.Net + Angular,Zator,PL,pm,office,senior,49.99621,19.43747,2023-04-02,FALSE,FALSE,permanent,28000,33000,pln,RESTful API,Team Leadership,C#
Team Leader - C#.Net + Angular,Wieliczka,PL,pm,office,senior,49.9870619,20.0647971,2023-04-02,FALSE,FALSE,permanent,28000,33000,pln,RESTful API,Team Leadership,C#
Team Leader - C#.Net + Angular,Niepołomice,PL,pm,office,senior,50.0406662,20.2225326,2023-04-02,FALSE,FALSE,permanent,28000,33000,pln,RESTful API,Team Leadership,C#
Team Leader - C#.Net + Angular,Skawina,PL,pm,office,senior,49.9751815,19.8288749,2023-04-02,FALSE,FALSE,permanent,28000,33000,pln,RESTful API,Team Leadership,C#
Team Leader - C#.Net + Angular,Modlniczka,PL,pm,office,senior,50.1193319,19.8546307,2023-04-02,FALSE,FALSE,permanent,28000,33000,pln,RESTful API,Team Leadership,C#
Team Leader - C#.Net + Angular,Tychy,PL,pm,office,senior,50.1218007,19.0200022,2023-04-02,FALSE,FALSE,permanent,28000,33000,pln,RESTful API,Team Leadership,C#
Team Leader - C#.Net + Angular,Katowice,PL,pm,office,senior,50.2648919,19.0237815,2023-04-02,FALSE,FALSE,permanent,28000,33000,pln,RESTful API,Team Leadership,C#
PHP Software Developer,Tarnów,PL,php,office,mid,50.0121011,20.9858407,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,HTTP,MySQL,PHP
Datto BCDR – MID Software Engineer,Niepołomice,PL,php,office,mid,50.0406662,20.2225326,2023-04-02,FALSE,FALSE,permanent,18000,25000,pln,Python,Go,PHP
Datto BCDR – MID Software Engineer,Wieliczka,PL,php,office,mid,49.9870619,20.0647971,2023-04-02,FALSE,FALSE,permanent,18000,25000,pln,Python,Go,PHP
Engineering Manager - BCDR Portal,Niepołomice,PL,pm,office,senior,50.0406662,20.2225326,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Team Management,Software Development,Communication Skills
Lead DevOps Engineer,Bielsko-Biała,PL,devops,office,senior,49.8223768,19.0583845,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Powershell,CI/CD,DevOps
Lead DevOps Engineer,Wadowice,PL,devops,office,senior,49.8827856,19.4939579,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Powershell,CI/CD,DevOps
Lead DevOps Engineer,Zator,PL,devops,office,senior,49.99621,19.43747,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Powershell,CI/CD,DevOps
Lead DevOps Engineer,Modlniczka,PL,devops,office,senior,50.1193319,19.8546307,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Powershell,CI/CD,DevOps
Lead DevOps Engineer,Skawina,PL,devops,office,senior,49.9751815,19.8288749,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Powershell,CI/CD,DevOps
Lead DevOps Engineer,Niepołomice,PL,devops,office,senior,50.0406662,20.2225326,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Powershell,CI/CD,DevOps
Lead DevOps Engineer,Wieliczka,PL,devops,office,senior,49.9870619,20.0647971,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Powershell,CI/CD,DevOps
Junior C/C++ Windows Agent Developer,Wieliczka,PL,c,office,junior,49.9870619,20.0647971,2023-04-02,FALSE,FALSE,permanent,10000,15000,pln,Shell,Windows API,C
Junior C/C++ Windows Agent Developer,Niepołomice,PL,c,office,junior,50.0406662,20.2225326,2023-04-02,FALSE,FALSE,permanent,10000,15000,pln,Shell,Windows API,C
Junior C/C++ Windows Agent Developer,Skawina,PL,c,office,junior,49.9751815,19.8288749,2023-04-02,FALSE,FALSE,permanent,10000,15000,pln,Shell,Windows API,C
Junior C/C++ Windows Agent Developer,Modlniczka,PL,c,office,junior,50.1193319,19.8546307,2023-04-02,FALSE,FALSE,permanent,10000,15000,pln,Shell,Windows API,C
Junior C/C++ Windows Agent Developer,Zator,PL,c,office,junior,49.99621,19.43747,2023-04-02,FALSE,FALSE,permanent,10000,15000,pln,Shell,Windows API,C
Junior C/C++ Windows Agent Developer,Wadowice,PL,c,office,junior,49.8827856,19.4939579,2023-04-02,FALSE,FALSE,permanent,10000,15000,pln,Shell,Windows API,C
Junior C/C++ Windows Agent Developer,Bielsko-Biała,PL,c,office,junior,49.8223768,19.0583845,2023-04-02,FALSE,FALSE,permanent,10000,15000,pln,Shell,Windows API,C
Junior C/C++ Windows Agent Developer,Katowice,PL,c,office,junior,50.2648919,19.0237815,2023-04-02,FALSE,FALSE,permanent,10000,15000,pln,Shell,Windows API,C
Junior C/C++ Windows Agent Developer,Tychy,PL,c,office,junior,50.1218007,19.0200022,2023-04-02,FALSE,FALSE,permanent,10000,15000,pln,Shell,Windows API,C
Junior C/C++ Windows Agent Developer,Tarnów,PL,c,office,junior,50.0121011,20.9858407,2023-04-02,FALSE,FALSE,permanent,10000,15000,pln,Shell,Windows API,C
DevOps Engineer,Tarnów,PL,devops,office,mid,50.0121011,20.9858407,2023-04-02,FALSE,FALSE,permanent,20000,30000,pln,technical architecture,Terraform,AWS
DevOps Engineer,Tychy,PL,devops,office,mid,50.1218007,19.0200022,2023-04-02,FALSE,FALSE,permanent,20000,30000,pln,technical architecture,Terraform,AWS
DevOps Engineer,Katowice,PL,devops,office,mid,50.2648919,19.0237815,2023-04-02,FALSE,FALSE,permanent,20000,30000,pln,technical architecture,Terraform,AWS
DevOps Engineer,Bielsko-Biała,PL,devops,office,mid,49.8223768,19.0583845,2023-04-02,FALSE,FALSE,permanent,20000,30000,pln,technical architecture,Terraform,AWS
DevOps Engineer,Wadowice,PL,devops,office,mid,49.8827856,19.4939579,2023-04-02,FALSE,FALSE,permanent,20000,30000,pln,technical architecture,Terraform,AWS
DevOps Engineer,Zator,PL,devops,office,mid,49.99621,19.43747,2023-04-02,FALSE,FALSE,permanent,20000,30000,pln,technical architecture,Terraform,AWS
DevOps Engineer,Modlniczka,PL,devops,office,mid,50.1193319,19.8546307,2023-04-02,FALSE,FALSE,permanent,20000,30000,pln,technical architecture,Terraform,AWS
DevOps Engineer,Skawina,PL,devops,office,mid,49.9751815,19.8288749,2023-04-02,FALSE,FALSE,permanent,20000,30000,pln,technical architecture,Terraform,AWS
DevOps Engineer,Niepołomice,PL,devops,office,mid,50.0406662,20.2225326,2023-04-02,FALSE,FALSE,permanent,20000,30000,pln,technical architecture,Terraform,AWS
DevOps Engineer,Wieliczka,PL,devops,office,mid,49.9870619,20.0647971,2023-04-02,FALSE,FALSE,permanent,20000,30000,pln,technical architecture,Terraform,AWS
Engineering Manager - BCDR Portal,Tarnów,PL,pm,office,senior,50.0121011,20.9858407,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Team Management,Software Development,Communication Skills
Engineering Manager - BCDR Portal,Tychy,PL,pm,office,senior,50.1218007,19.0200022,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Team Management,Software Development,Communication Skills
Engineering Manager - BCDR Portal,Katowice,PL,pm,office,senior,50.2648919,19.0237815,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Team Management,Software Development,Communication Skills
Engineering Manager - BCDR Portal,Bielsko-Biała,PL,pm,office,senior,49.8223768,19.0583845,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Team Management,Software Development,Communication Skills
Engineering Manager - BCDR Portal,Wadowice,PL,pm,office,senior,49.8827856,19.4939579,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Team Management,Software Development,Communication Skills
Engineering Manager - BCDR Portal,Zator,PL,pm,office,senior,49.99621,19.43747,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Team Management,Software Development,Communication Skills
Engineering Manager - BCDR Portal,Modlniczka,PL,pm,office,senior,50.1193319,19.8546307,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Team Management,Software Development,Communication Skills
Engineering Manager - BCDR Portal,Skawina,PL,pm,office,senior,49.9751815,19.8288749,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Team Management,Software Development,Communication Skills
Lead DevOps Engineer,Katowice,PL,devops,office,senior,50.2648919,19.0237815,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Powershell,CI/CD,DevOps
Engineering Manager - BCDR Portal,Wieliczka,PL,pm,office,senior,49.9870619,20.0647971,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Team Management,Software Development,Communication Skills
Storage Engineer - Infrastructure,Wieliczka,PL,admin,office,mid,49.9870619,20.0647971,2023-04-02,FALSE,FALSE,permanent,18000,26000,pln,OpenStack,Ceph,Linux
Storage Engineer - Infrastructure,Niepołomice,PL,admin,office,mid,50.0406662,20.2225326,2023-04-02,FALSE,FALSE,permanent,18000,26000,pln,OpenStack,Ceph,Linux
Storage Engineer - Infrastructure,Skawina,PL,admin,office,mid,49.9751815,19.8288749,2023-04-02,FALSE,FALSE,permanent,18000,26000,pln,OpenStack,Ceph,Linux
Storage Engineer - Infrastructure,Modlniczka,PL,admin,office,mid,50.1193319,19.8546307,2023-04-02,FALSE,FALSE,permanent,18000,26000,pln,OpenStack,Ceph,Linux
Storage Engineer - Infrastructure,Zator,PL,admin,office,mid,49.99621,19.43747,2023-04-02,FALSE,FALSE,permanent,18000,26000,pln,OpenStack,Ceph,Linux
Storage Engineer - Infrastructure,Wadowice,PL,admin,office,mid,49.8827856,19.4939579,2023-04-02,FALSE,FALSE,permanent,18000,26000,pln,OpenStack,Ceph,Linux
Storage Engineer - Infrastructure,Bielsko-Biała,PL,admin,office,mid,49.8223768,19.0583845,2023-04-02,FALSE,FALSE,permanent,18000,26000,pln,OpenStack,Ceph,Linux
Storage Engineer - Infrastructure,Katowice,PL,admin,office,mid,50.2648919,19.0237815,2023-04-02,FALSE,FALSE,permanent,18000,26000,pln,OpenStack,Ceph,Linux
Storage Engineer - Infrastructure,Tychy,PL,admin,office,mid,50.1218007,19.0200022,2023-04-02,FALSE,FALSE,permanent,18000,26000,pln,OpenStack,Ceph,Linux
Storage Engineer - Infrastructure,Tarnów,PL,admin,office,mid,50.0121011,20.9858407,2023-04-02,FALSE,FALSE,permanent,18000,26000,pln,OpenStack,Ceph,Linux
MySQL DBA,Tarnów,PL,admin,office,mid,50.0121011,20.9858407,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,AWS,SQL,MySQL
MySQL DBA,Tychy,PL,admin,office,mid,50.1218007,19.0200022,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,AWS,SQL,MySQL
MySQL DBA,Katowice,PL,admin,office,mid,50.2648919,19.0237815,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,AWS,SQL,MySQL
MySQL DBA,Bielsko-Biała,PL,admin,office,mid,49.8223768,19.0583845,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,AWS,SQL,MySQL
MySQL DBA,Wadowice,PL,admin,office,mid,49.8827856,19.4939579,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,AWS,SQL,MySQL
MySQL DBA,Zator,PL,admin,office,mid,49.99621,19.43747,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,AWS,SQL,MySQL
MySQL DBA,Modlniczka,PL,admin,office,mid,50.1193319,19.8546307,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,AWS,SQL,MySQL
MySQL DBA,Skawina,PL,admin,office,mid,49.9751815,19.8288749,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,AWS,SQL,MySQL
MySQL DBA,Niepołomice,PL,admin,office,mid,50.0406662,20.2225326,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,AWS,SQL,MySQL
MySQL DBA,Wieliczka,PL,admin,office,mid,49.9870619,20.0647971,2023-04-02,FALSE,FALSE,permanent,22000,26000,pln,AWS,SQL,MySQL
Datto BCDR – MID Software Engineer,Tarnów,PL,php,office,mid,50.0121011,20.9858407,2023-04-02,FALSE,FALSE,permanent,18000,25000,pln,Python,Go,PHP
Datto BCDR – MID Software Engineer,Tychy,PL,php,office,mid,50.1218007,19.0200022,2023-04-02,FALSE,FALSE,permanent,18000,25000,pln,Python,Go,PHP
Datto BCDR – MID Software Engineer,Katowice,PL,php,office,mid,50.2648919,19.0237815,2023-04-02,FALSE,FALSE,permanent,18000,25000,pln,Python,Go,PHP
Datto BCDR – MID Software Engineer,Bielsko-Biała,PL,php,office,mid,49.8223768,19.0583845,2023-04-02,FALSE,FALSE,permanent,18000,25000,pln,Python,Go,PHP
Datto BCDR – MID Software Engineer,Wadowice,PL,php,office,mid,49.8827856,19.4939579,2023-04-02,FALSE,FALSE,permanent,18000,25000,pln,Python,Go,PHP
Datto BCDR – MID Software Engineer,Zator,PL,php,office,mid,49.99621,19.43747,2023-04-02,FALSE,FALSE,permanent,18000,25000,pln,Python,Go,PHP
Datto BCDR – MID Software Engineer,Modlniczka,PL,php,office,mid,50.1193319,19.8546307,2023-04-02,FALSE,FALSE,permanent,18000,25000,pln,Python,Go,PHP
Datto BCDR – MID Software Engineer,Skawina,PL,php,office,mid,49.9751815,19.8288749,2023-04-02,FALSE,FALSE,permanent,18000,25000,pln,Python,Go,PHP
Software Engineer Intern,Gliwice,PL,java,remote,junior,50.2944923,18.6713802,2023-04-02,TRUE,FALSE,mandate_contract,5000,7000,pln,JavaScript,C++,Java
Lead DevOps Engineer,Tarnów,PL,devops,office,senior,50.0121011,20.9858407,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Powershell,CI/CD,DevOps
Lead DevOps Engineer,Tychy,PL,devops,office,senior,50.1218007,19.0200022,2023-04-02,FALSE,FALSE,permanent,30000,35000,pln,Powershell,CI/CD,DevOps
Software Engineer Intern,Poznań,PL,java,remote,junior,52.4093634,16.9317991,2023-04-02,TRUE,FALSE,mandate_contract,5000,7000,pln,JavaScript,C++,Java
Software Engineer Intern,Toruń,PL,java,remote,junior,53.0137902,18.5984437,2023-04-02,TRUE,FALSE,mandate_contract,5000,7000,pln,JavaScript,C++,Java
Software Engineer Intern,Piotrków Trybunalski,PL,java,remote,junior,51.4087401,19.6935338,2023-04-02,TRUE,FALSE,mandate_contract,5000,7000,pln,JavaScript,C++,Java
Software Engineer Intern,Bydgoszcz,PL,java,remote,junior,53.1234804,18.0084378,2023-04-02,TRUE,FALSE,mandate_contract,5000,7000,pln,JavaScript,C++,Java
Tester Oprogramowania Junior/Regular,Lublin,PL,testing,remote,mid,51.2464536,22.5684463,2023-04-02,TRUE,FALSE,permanent,5000,10000,pln,Git,MS SQL,PostgreSQL
Tester Oprogramowania Junior/Regular,Wrocław,PL,testing,remote,mid,51.1078852,17.0385376,2023-04-02,TRUE,FALSE,permanent,5000,10000,pln,Git,MS SQL,PostgreSQL
Tester Oprogramowania Junior/Regular,Kraków,PL,testing,remote,mid,50.0646501,19.9449799,2023-04-02,TRUE,FALSE,permanent,5000,10000,pln,Git,MS SQL,PostgreSQL
Tester Oprogramowania Junior/Regular,Gliwice,PL,testing,remote,mid,50.2944923,18.6713802,2023-04-02,TRUE,FALSE,permanent,5000,10000,pln,Git,MS SQL,PostgreSQL
Tester Oprogramowania Junior/Regular,Katowice,PL,testing,remote,mid,50.2648919,19.0237815,2023-04-02,TRUE,FALSE,permanent,5000,10000,pln,Git,MS SQL,PostgreSQL
Tester Oprogramowania Junior/Regular,Białystok,PL,testing,remote,mid,53.1328811,23.1555582,2023-04-02,TRUE,FALSE,permanent,5000,10000,pln,Git,MS SQL,PostgreSQL
Tester Oprogramowania Junior/Regular,Poznań,PL,testing,remote,mid,52.4093634,16.9317991,2023-04-02,TRUE,FALSE,permanent,5000,10000,pln,Git,MS SQL,PostgreSQL
Tester Oprogramowania Junior/Regular,Bydgoszcz,PL,testing,remote,mid,53.1234804,18.0084378,2023-04-02,TRUE,FALSE,permanent,5000,10000,pln,Git,MS SQL,PostgreSQL
Tester Oprogramowania Junior/Regular,Warszawa,PL,testing,remote,mid,52.2302091,21.0113922,2023-04-02,TRUE,FALSE,permanent,5000,10000,pln,Git,MS SQL,PostgreSQL
Tester Oprogramowania Junior/Regular,Gdańsk,PL,testing,remote,mid,54.3520252,18.6466384,2023-04-02,TRUE,FALSE,permanent,5000,10000,pln,Git,MS SQL,PostgreSQL
Software Engineer Intern,Białystok,PL,java,remote,junior,53.1328811,23.1555582,2023-04-02,TRUE,FALSE,mandate_contract,5000,7000,pln,JavaScript,C++,Java
